case,StartTime,CompleteTime,concept:name,org:resource,responsible
46,2022/3/24 11:27,2022/3/24 14:26,Assign seriousness,res2-000001,1
46,2022/3/24 14:26,2022/3/24 16:37,Create SW anomaly,res3-000001,1
46,2022/3/24 16:37,2022/3/25 8:14,Resolve SW anomaly,res4-000001,1
46,2022/3/25 8:14,2022/3/25 10:56,Require upgrade,res5-000001,1
46,2022/3/25 10:56,2022/3/25 11:31,Take in charge ticket,res6-000001,1
46,2022/3/25 11:31,2022/3/25 14:16,Resolve ticket,res9-000001,1
46,2022/3/25 14:16,2022/3/25 14:31,Closed,res10-000001,1
47,2022/3/25 8:00,2022/3/25 9:51,Insert ticket,res1-000001,1
47,2022/3/25 9:51,2022/3/25 12:40,Assign seriousness,res2-000001,1
47,2022/3/25 12:40,2022/3/25 13:29,Create SW anomaly,res3-000001,1
47,2022/3/25 13:29,2022/3/25 14:09,Resolve SW anomaly,res4-000001,1
47,2022/3/25 14:09,2022/3/25 16:45,Require upgrade,res5-000001,1
47,2022/3/25 16:45,2022/3/28 7:32,Take in charge ticket,res6-000001,1
47,2022/3/28 7:32,2022/3/28 9:04,Resolve ticket,res9-000001,1
47,2022/3/28 9:04,2022/3/28 10:39,Closed,res10-000001,1
48,2022/3/29 7:00,2022/3/29 7:24,Insert ticket,res1-000001,1
48,2022/3/29 7:24,2022/3/29 9:44,Assign seriousness,res2-000001,1
48,2022/3/29 9:44,2022/3/29 11:32,Create SW anomaly,res3-000001,1
48,2022/3/29 11:32,2022/3/29 12:11,Resolve SW anomaly,res4-000001,1
48,2022/3/29 12:11,2022/3/29 12:50,Require upgrade,res5-000001,1
48,2022/3/29 12:50,2022/3/29 15:45,Take in charge ticket,res6-000001,1
48,2022/3/29 15:45,2022/3/29 16:13,Resolve ticket,res9-000001,1
48,2022/3/29 16:13,2022/3/30 8:54,Closed,res10-000001,1
49,2022/3/30 7:00,2022/3/30 9:19,Insert ticket,res1-000001,1
49,2022/3/30 9:19,2022/3/30 9:39,Assign seriousness,res2-000001,1
49,2022/3/30 9:39,2022/3/30 12:25,Create SW anomaly,res3-000001,1
49,2022/3/30 12:25,2022/3/30 15:24,Resolve SW anomaly,res4-000001,1
49,2022/3/30 15:24,2022/3/30 16:38,Require upgrade,res5-000001,1
49,2022/3/30 16:38,2022/3/31 8:18,Take in charge ticket,res6-000001,1
49,2022/3/31 8:18,2022/3/31 11:17,Resolve ticket,res9-000001,1
49,2022/3/31 11:17,2022/3/31 13:07,Closed,res10-000001,1
50,2022/3/31 7:00,2022/3/31 9:00,Assign seriousness,res2-000001,1
50,2022/3/31 9:00,2022/3/31 9:48,Create SW anomaly,res3-000001,1
50,2022/3/31 9:48,2022/3/31 10:05,Resolve SW anomaly,res4-000001,1
50,2022/3/31 10:05,2022/3/31 13:01,Require upgrade,res5-000001,1
50,2022/3/31 13:01,2022/3/31 15:25,Take in charge ticket,res6-000001,1
50,2022/3/31 15:25,2022/4/1 7:18,Resolve ticket,res9-000001,1
50,2022/4/1 7:18,2022/4/1 11:12,Closed,res10-000001,1
51,2022/4/1 7:00,2022/4/1 7:58,Assign seriousness,res2-000001,1
51,2022/4/1 7:58,2022/4/1 8:51,Create SW anomaly,res3-000001,1
51,2022/4/1 8:51,2022/4/1 11:15,Resolve SW anomaly,res4-000001,1
51,2022/4/1 11:15,2022/4/1 13:07,Require upgrade,res5-000001,1
51,2022/4/1 13:07,2022/4/1 15:12,Take in charge ticket,res6-000001,1
51,2022/4/1 15:12,2022/4/4 8:27,Resolve ticket,res9-000001,1
51,2022/4/4 8:27,2022/4/4 10:12,Closed,res10-000001,1
52,2022/4/5 7:00,2022/4/5 8:46,Insert ticket,res1-000001,1
52,2022/4/5 8:46,2022/4/5 10:47,Assign seriousness,res2-000001,1
52,2022/4/5 10:47,2022/4/5 11:42,Create SW anomaly,res3-000001,1
52,2022/4/5 11:42,2022/4/5 12:22,Resolve SW anomaly,res4-000001,1
52,2022/4/5 12:22,2022/4/5 14:58,Require upgrade,res5-000001,1
52,2022/4/5 14:58,2022/4/6 8:42,Take in charge ticket,res6-000001,1
52,2022/4/6 8:42,2022/4/6 10:43,Resolve ticket,res9-000001,1
52,2022/4/6 10:43,2022/4/6 15:24,Closed,res10-000001,1
53,2022/4/6 7:00,2022/4/6 9:14,Insert ticket,res1-000001,1
53,2022/4/6 9:14,2022/4/6 10:42,Assign seriousness,res2-000001,1
53,2022/4/6 10:42,2022/4/6 11:52,Require upgrade,res5-000001,1
53,2022/4/6 11:52,2022/4/6 12:39,Take in charge ticket,res6-000001,1
53,2022/4/6 12:39,2022/4/6 13:29,Resolve ticket,res9-000001,1
53,2022/4/6 15:24,2022/4/7 7:05,Closed,res10-000001,1
54,2022/4/7 7:00,2022/4/7 10:34,Insert ticket,res1-000001,1
54,2022/4/7 10:34,2022/4/7 12:14,Assign seriousness,res2-000001,1
54,2022/4/7 12:14,2022/4/7 12:29,Create SW anomaly,res3-000001,1
54,2022/4/7 12:29,2022/4/7 14:34,Resolve SW anomaly,res4-000001,1
54,2022/4/7 14:34,2022/4/7 16:26,Require upgrade,res5-000001,1
54,2022/4/7 16:26,2022/4/8 8:47,Take in charge ticket,res6-000001,1
54,2022/4/8 8:47,2022/4/8 10:17,Resolve ticket,res9-000001,1
54,2022/4/8 10:17,2022/4/8 12:57,Closed,res10-000001,1
55,2022/4/8 7:00,2022/4/8 8:42,Insert ticket,res1-000001,1
55,2022/4/8 8:42,2022/4/8 11:10,Assign seriousness,res2-000001,1
55,2022/4/8 11:10,2022/4/8 13:00,Create SW anomaly,res3-000001,1
55,2022/4/8 13:00,2022/4/8 14:30,Resolve SW anomaly,res4-000001,1
55,2022/4/8 14:30,2022/4/8 16:17,Require upgrade,res5-000001,1
55,2022/4/8 16:17,2022/4/11 8:45,Take in charge ticket,res6-000001,1
55,2022/4/11 8:45,2022/4/11 11:10,Resolve ticket,res9-000001,1
55,2022/4/11 11:10,2022/4/11 14:08,Closed,res10-000001,1
56,2022/4/12 7:00,2022/4/12 8:39,Insert ticket,res1-000001,1
56,2022/4/12 8:39,2022/4/12 9:21,Assign seriousness,res2-000001,1
56,2022/4/12 9:21,2022/4/12 10:47,Create SW anomaly,res3-000001,1
56,2022/4/12 10:47,2022/4/12 11:47,Resolve SW anomaly,res4-000001,1
56,2022/4/12 11:47,2022/4/12 13:45,Require upgrade,res5-000001,1
56,2022/4/12 13:45,2022/4/12 15:48,Take in charge ticket,res6-000001,1
56,2022/4/12 15:48,2022/4/13 8:39,Resolve ticket,res9-000001,1
56,2022/4/13 8:39,2022/4/13 12:32,Closed,res10-000001,1
57,2022/4/13 7:00,2022/4/13 7:10,Insert ticket,res1-000001,1
57,2022/4/13 7:10,2022/4/13 9:52,Assign seriousness,res2-000001,1
57,2022/4/13 9:52,2022/4/13 10:09,Create SW anomaly,res3-000001,1
57,2022/4/13 10:09,2022/4/13 10:47,Resolve SW anomaly,res4-000001,1
57,2022/4/13 10:47,2022/4/13 11:50,Require upgrade,res5-000001,1
57,2022/4/13 11:50,2022/4/13 13:05,Take in charge ticket,res6-000001,1
57,2022/4/13 13:05,2022/4/13 15:21,Resolve ticket,res9-000001,1
57,2022/4/13 15:21,2022/4/13 16:54,Closed,res10-000001,1
58,2022/4/14 7:00,2022/4/14 8:54,Insert ticket,res1-000001,1
58,2022/4/14 8:54,2022/4/14 10:34,Assign seriousness,res2-000001,1
58,2022/4/14 10:34,2022/4/14 12:43,Create SW anomaly,res3-000001,1
58,2022/4/14 12:43,2022/4/14 13:36,Resolve SW anomaly,res4-000001,1
58,2022/4/14 13:36,2022/4/14 13:55,Require upgrade,res5-000001,1
58,2022/4/14 13:55,2022/4/14 15:20,Take in charge ticket,res6-000001,1
58,2022/4/14 15:20,2022/4/15 7:42,Resolve ticket,res9-000001,1
58,2022/4/15 7:42,2022/4/15 10:02,Closed,res10-000001,1
59,2022/4/15 7:00,2022/4/15 7:31,Insert ticket,res1-000001,1
59,2022/4/15 7:31,2022/4/15 7:42,Assign seriousness,res2-000001,1
59,2022/4/15 7:42,2022/4/15 8:16,Create SW anomaly,res3-000001,1
59,2022/4/15 8:16,2022/4/15 9:25,Resolve SW anomaly,res4-000001,1
59,2022/4/15 9:25,2022/4/15 10:22,Require upgrade,res5-000001,1
59,2022/4/15 10:22,2022/4/15 11:49,Take in charge ticket,res6-000001,1
59,2022/4/15 11:49,2022/4/15 12:26,Resolve ticket,res9-000001,1
59,2022/4/15 12:26,2022/4/15 13:48,Closed,res10-000001,1
60,2022/4/19 7:00,2022/4/19 8:53,Insert ticket,res1-000001,1
60,2022/4/19 8:53,2022/4/19 11:30,Assign seriousness,res2-000001,1
60,2022/4/19 11:30,2022/4/19 13:11,Create SW anomaly,res3-000001,1
60,2022/4/19 13:11,2022/4/19 15:59,Resolve SW anomaly,res4-000001,1
60,2022/4/19 15:59,2022/4/20 8:20,Require upgrade,res5-000001,1
60,2022/4/20 8:20,2022/4/20 11:44,Take in charge ticket,res6-000001,1
60,2022/4/20 11:44,2022/4/20 14:15,Resolve ticket,res9-000001,1
60,2022/4/20 14:15,2022/4/20 15:52,Closed,res10-000001,1
61,2022/4/20 7:00,2022/4/20 8:01,Insert ticket,res1-000001,1
61,2022/4/20 8:01,2022/4/20 8:36,Assign seriousness,res2-000001,1
61,2022/4/20 8:36,2022/4/20 9:49,Require upgrade,res5-000001,1
61,2022/4/20 11:44,2022/4/20 13:17,Take in charge ticket,res6-000001,1
61,2022/4/20 14:15,2022/4/20 15:11,Resolve ticket,res9-000001,1
61,2022/4/20 15:52,2022/4/20 16:58,Closed,res10-000001,1
62,2022/4/21 7:00,2022/4/21 8:21,Insert ticket,res1-000001,1
62,2022/4/21 8:21,2022/4/21 10:39,Assign seriousness,res2-000001,1
62,2022/4/21 10:39,2022/4/21 12:47,Create SW anomaly,res3-000001,1
62,2022/4/21 12:47,2022/4/21 14:31,Resolve SW anomaly,res4-000001,1
62,2022/4/21 14:31,2022/4/21 15:44,Require upgrade,res5-000001,1
62,2022/4/21 15:44,2022/4/22 7:13,Take in charge ticket,res6-000001,1
62,2022/4/22 7:13,2022/4/22 9:28,Resolve ticket,res9-000001,1
62,2022/4/22 9:28,2022/4/22 12:13,Closed,res10-000001,1
63,2022/4/22 7:00,2022/4/22 8:57,Insert ticket,res1-000001,1
63,2022/4/22 8:57,2022/4/22 9:11,Assign seriousness,res2-000001,1
63,2022/4/22 9:11,2022/4/22 11:20,Create SW anomaly,res3-000001,1
63,2022/4/22 11:20,2022/4/22 12:24,Resolve SW anomaly,res4-000001,1
63,2022/4/22 12:24,2022/4/22 13:43,Require upgrade,res5-000001,1
63,2022/4/22 13:43,2022/4/22 14:50,Take in charge ticket,res6-000001,1
63,2022/4/22 14:50,2022/4/25 7:34,Resolve ticket,res9-000001,1
63,2022/4/25 7:34,2022/4/25 9:15,Closed,res10-000001,1
64,2022/4/26 7:00,2022/4/26 9:15,Insert ticket,res1-000001,1
64,2022/4/26 9:15,2022/4/26 10:40,Assign seriousness,res2-000001,1
64,2022/4/26 10:40,2022/4/26 13:15,Take in charge ticket,res6-000001,1
64,2022/4/26 13:15,2022/4/26 13:30,Resolve ticket,res9-000001,1
64,2022/4/26 13:30,2022/4/26 15:11,Closed,res10-000001,1
65,2022/4/27 7:00,2022/4/27 8:54,Insert ticket,res1-000001,1
65,2022/4/27 8:54,2022/4/27 11:16,Assign seriousness,res2-000001,1
65,2022/4/27 11:16,2022/4/27 12:57,Require upgrade,res5-000001,1
65,2022/4/27 12:57,2022/4/27 15:05,Take in charge ticket,res6-000001,1
65,2022/4/27 15:05,2022/4/27 16:15,Resolve ticket,res9-000001,1
65,2022/4/27 16:15,2022/4/28 8:14,Closed,res10-000001,1
66,2022/4/28 7:00,2022/4/28 10:03,Insert ticket,res1-000001,1
66,2022/4/28 10:03,2022/4/28 11:36,Assign seriousness,res2-000001,1
66,2022/4/28 11:36,2022/4/28 14:06,Create SW anomaly,res3-000001,1
66,2022/4/28 14:06,2022/4/29 7:45,Resolve SW anomaly,res4-000001,1
66,2022/4/29 7:45,2022/4/29 8:45,Require upgrade,res5-000001,1
66,2022/4/29 8:45,2022/4/29 11:22,Take in charge ticket,res6-000001,1
66,2022/4/29 11:22,2022/4/29 14:09,Resolve ticket,res9-000001,1
66,2022/4/29 14:09,2022/4/29 15:59,Closed,res10-000001,1
67,2022/4/29 7:00,2022/4/29 9:29,Insert ticket,res1-000001,1
67,2022/4/29 9:29,2022/4/29 11:29,Assign seriousness,res2-000001,1
67,2022/4/29 11:29,2022/4/29 13:03,Create SW anomaly,res3-000001,1
67,2022/4/29 13:03,2022/4/29 15:48,Resolve SW anomaly,res4-000001,1
67,2022/4/29 15:48,2022/4/29 15:55,Require upgrade,res5-000001,1
67,2022/4/29 15:55,2022/5/2 9:56,Take in charge ticket,res6-000001,1
67,2022/5/2 9:56,2022/5/2 11:43,Resolve ticket,res9-000001,1
67,2022/5/2 11:43,2022/5/2 13:18,Closed,res10-000001,1
68,2022/5/3 7:00,2022/5/3 9:10,Insert ticket,res1-000001,1
68,2022/5/3 9:10,2022/5/3 10:05,Assign seriousness,res2-000001,1
68,2022/5/3 10:05,2022/5/3 12:07,Create SW anomaly,res3-000001,1
68,2022/5/3 12:07,2022/5/3 14:08,Resolve SW anomaly,res4-000001,1
68,2022/5/3 14:08,2022/5/3 15:13,Require upgrade,res5-000001,1
68,2022/5/3 15:13,2022/5/4 7:46,Take in charge ticket,res6-000001,1
68,2022/5/4 7:46,2022/5/4 10:00,Resolve ticket,res9-000001,1
68,2022/5/4 10:00,2022/5/4 11:13,Closed,res10-000001,1
69,2022/5/4 7:00,2022/5/4 8:40,Insert ticket,res1-000001,1
69,2022/5/4 8:40,2022/5/4 9:58,Assign seriousness,res2-000001,1
69,2022/5/4 9:58,2022/5/4 11:17,Create SW anomaly,res3-000001,1
69,2022/5/4 11:17,2022/5/4 11:41,Resolve SW anomaly,res4-000001,1
69,2022/5/4 11:41,2022/5/4 14:13,Require upgrade,res5-000001,1
69,2022/5/4 14:13,2022/5/4 16:04,Take in charge ticket,res6-000001,1
69,2022/5/4 16:04,2022/5/5 7:13,Resolve ticket,res9-000001,1
69,2022/5/5 7:13,2022/5/5 7:32,Closed,res10-000001,1
70,2022/5/5 7:00,2022/5/5 8:08,Insert ticket,res1-000001,1
70,2022/5/5 8:08,2022/5/5 11:30,Assign seriousness,res2-000001,1
70,2022/5/5 11:30,2022/5/5 12:58,Create SW anomaly,res3-000001,1
70,2022/5/5 12:58,2022/5/5 14:57,Require upgrade,res5-000001,1
70,2022/5/5 14:57,2022/5/6 8:00,Take in charge ticket,res6-000001,1
70,2022/5/6 8:00,2022/5/6 9:33,Resolve ticket,res9-000001,1
70,2022/5/6 9:33,2022/5/6 11:23,Closed,res10-000001,1
71,2022/5/6 16:06,2022/5/9 9:48,Insert ticket,res1-000001,1
71,2022/5/9 9:48,2022/5/9 12:11,Assign seriousness,res2-000001,1
71,2022/5/9 12:11,2022/5/9 13:56,Require upgrade,res5-000001,1
71,2022/5/9 13:56,2022/5/9 16:46,Take in charge ticket,res6-000001,1
71,2022/5/9 16:46,2022/5/10 9:14,Resolve ticket,res9-000001,1
71,2022/5/10 9:14,2022/5/10 10:57,Closed,res10-000001,1
72,2022/5/10 7:00,2022/5/10 7:43,Insert ticket,res1-000001,1
72,2022/5/10 7:43,2022/5/10 9:27,Assign seriousness,res2-000001,1
72,2022/5/10 9:27,2022/5/10 13:00,Create SW anomaly,res3-000001,1
72,2022/5/10 13:00,2022/5/10 13:22,Resolve SW anomaly,res4-000001,1
72,2022/5/10 13:22,2022/5/10 15:47,Require upgrade,res5-000001,1
72,2022/5/10 15:47,2022/5/11 7:53,Take in charge ticket,res6-000001,1
72,2022/5/11 7:53,2022/5/11 9:59,Resolve ticket,res9-000001,1
72,2022/5/11 9:59,2022/5/11 11:38,Closed,res10-000001,1
73,2022/5/11 7:00,2022/5/11 10:27,Insert ticket,res1-000001,1
73,2022/5/11 10:27,2022/5/11 12:26,Assign seriousness,res2-000001,1
73,2022/5/11 12:26,2022/5/11 16:04,Create SW anomaly,res3-000001,1
73,2022/5/11 16:04,2022/5/12 7:04,Resolve SW anomaly,res4-000001,1
73,2022/5/12 7:04,2022/5/12 9:24,Require upgrade,res5-000001,1
73,2022/5/12 9:24,2022/5/12 9:49,Take in charge ticket,res6-000001,1
73,2022/5/12 9:49,2022/5/12 12:03,Resolve ticket,res9-000001,1
73,2022/5/12 12:03,2022/5/12 13:08,Closed,res10-000001,1
74,2022/5/12 7:00,2022/5/12 7:00,Insert ticket,res1-000001,1
74,2022/5/12 7:00,2022/5/12 9:04,Assign seriousness,res2-000001,1
74,2022/5/12 9:04,2022/5/12 10:24,Create SW anomaly,res3-000001,1
74,2022/5/12 10:24,2022/5/12 12:19,Resolve SW anomaly,res4-000001,1
74,2022/5/12 12:19,2022/5/12 14:31,Require upgrade,res5-000001,1
74,2022/5/12 14:31,2022/5/13 7:31,Take in charge ticket,res6-000001,1
74,2022/5/13 7:31,2022/5/13 9:13,Resolve ticket,res9-000001,1
74,2022/5/13 9:13,2022/5/13 10:42,Closed,res10-000001,1
75,2022/5/13 16:14,2022/5/16 8:10,Insert ticket,res1-000001,1
75,2022/5/16 8:10,2022/5/16 9:38,Assign seriousness,res2-000001,1
75,2022/5/16 9:38,2022/5/16 11:41,Create SW anomaly,res3-000001,1
75,2022/5/16 11:41,2022/5/16 13:12,Resolve SW anomaly,res4-000001,1
75,2022/5/16 13:12,2022/5/16 13:33,Require upgrade,res5-000001,1
75,2022/5/16 13:33,2022/5/16 15:07,Take in charge ticket,res6-000001,1
75,2022/5/16 15:07,2022/5/16 16:32,Resolve ticket,res9-000001,1
75,2022/5/16 16:32,2022/5/17 7:48,Closed,res10-000001,1
76,2022/5/17 7:00,2022/5/17 8:27,Insert ticket,res1-000001,1
76,2022/5/17 8:27,2022/5/17 10:04,Assign seriousness,res2-000001,1
76,2022/5/17 10:04,2022/5/17 13:26,Create SW anomaly,res3-000001,1
76,2022/5/17 13:26,2022/5/17 16:04,Resolve SW anomaly,res4-000001,1
76,2022/5/17 16:04,2022/5/18 8:21,Require upgrade,res5-000001,1
76,2022/5/18 8:21,2022/5/18 12:13,Take in charge ticket,res6-000001,1
76,2022/5/18 12:13,2022/5/18 12:49,Resolve ticket,res9-000001,1
76,2022/5/18 12:49,2022/5/18 15:24,Closed,res10-000001,1
77,2022/5/18 7:00,2022/5/18 8:07,Assign seriousness,res2-000001,1
77,2022/5/18 8:21,2022/5/18 9:24,Require upgrade,res5-000001,1
77,2022/5/18 12:13,2022/5/18 14:15,Take in charge ticket,res6-000001,1
77,2022/5/18 14:15,2022/5/18 15:46,Resolve ticket,res9-000001,1
77,2022/5/18 15:46,2022/5/19 8:10,Closed,res10-000001,1
78,2022/5/19 7:00,2022/5/19 10:23,Insert ticket,res1-000001,1
78,2022/5/19 10:23,2022/5/19 12:22,Assign seriousness,res2-000001,1
78,2022/5/19 12:22,2022/5/19 13:57,Create SW anomaly,res3-000001,1
78,2022/5/19 13:57,2022/5/19 14:37,Resolve SW anomaly,res4-000001,1
78,2022/5/19 14:37,2022/5/19 16:51,Require upgrade,res5-000001,1
78,2022/5/19 16:51,2022/5/19 16:57,Take in charge ticket,res6-000001,1
78,2022/5/19 16:57,2022/5/20 11:18,Resolve ticket,res9-000001,1
78,2022/5/20 11:18,2022/5/20 13:21,Closed,res10-000001,1
79,2022/5/20 16:21,2022/5/23 8:50,Insert ticket,res1-000001,1
79,2022/5/23 8:50,2022/5/23 9:46,Assign seriousness,res2-000001,1
79,2022/5/23 9:46,2022/5/23 10:45,Create SW anomaly,res3-000001,1
79,2022/5/23 10:45,2022/5/23 12:31,Resolve SW anomaly,res4-000001,1
79,2022/5/23 12:31,2022/5/23 14:28,Require upgrade,res5-000001,1
79,2022/5/23 14:28,2022/5/23 16:11,Take in charge ticket,res6-000001,1
79,2022/5/23 16:11,2022/5/24 7:56,Resolve ticket,res9-000001,1
79,2022/5/24 7:56,2022/5/24 10:58,Closed,res10-000001,1
80,2022/5/24 7:00,2022/5/24 8:38,Insert ticket,res1-000001,1
80,2022/5/24 8:38,2022/5/24 10:52,Assign seriousness,res2-000001,1
80,2022/5/24 10:52,2022/5/24 11:09,Create SW anomaly,res3-000001,1
80,2022/5/24 11:09,2022/5/24 11:28,Resolve SW anomaly,res4-000001,1
80,2022/5/24 11:28,2022/5/24 12:58,Require upgrade,res5-000001,1
80,2022/5/24 12:58,2022/5/24 14:49,Take in charge ticket,res6-000001,1
80,2022/5/24 14:49,2022/5/24 14:53,Resolve ticket,res9-000001,1
80,2022/5/24 14:53,2022/5/25 7:55,Closed,res10-000001,1
81,2022/5/25 7:00,2022/5/25 9:33,Insert ticket,res1-000001,1
81,2022/5/25 9:33,2022/5/25 12:40,Assign seriousness,res2-000001,1
81,2022/5/25 12:40,2022/5/25 15:15,Create SW anomaly,res3-000001,1
81,2022/5/25 15:15,2022/5/25 16:46,Resolve SW anomaly,res4-000001,1
81,2022/5/25 16:46,2022/5/26 8:36,Require upgrade,res5-000001,1
81,2022/5/26 8:36,2022/5/26 9:47,Take in charge ticket,res6-000001,1
81,2022/5/26 9:47,2022/5/26 10:40,Resolve ticket,res9-000001,1
81,2022/5/26 10:40,2022/5/26 13:02,Closed,res10-000001,1
82,2022/5/26 7:00,2022/5/26 9:03,Insert ticket,res1-000001,1
82,2022/5/26 9:03,2022/5/26 9:28,Assign seriousness,res2-000001,1
82,2022/5/26 9:28,2022/5/26 10:58,Create SW anomaly,res3-000001,1
82,2022/5/26 10:58,2022/5/26 13:03,Resolve SW anomaly,res4-000001,1
82,2022/5/26 13:03,2022/5/26 15:46,Require upgrade,res5-000001,1
82,2022/5/26 15:46,2022/5/27 8:31,Take in charge ticket,res6-000001,1
82,2022/5/27 8:31,2022/5/27 9:56,Resolve ticket,res9-000001,1
82,2022/5/27 9:56,2022/5/27 11:52,Closed,res10-000001,1
83,2022/5/27 16:24,2022/5/30 8:07,Insert ticket,res1-000001,1
83,2022/5/30 8:07,2022/5/30 11:07,Assign seriousness,res2-000001,1
83,2022/5/30 11:07,2022/5/30 12:12,Create SW anomaly,res3-000001,1
83,2022/5/30 12:12,2022/5/30 12:54,Resolve SW anomaly,res4-000001,1
83,2022/5/30 12:54,2022/5/30 13:57,Require upgrade,res5-000001,1
83,2022/5/30 13:57,2022/5/30 15:37,Take in charge ticket,res6-000001,1
83,2022/5/30 15:37,2022/5/31 7:41,Resolve ticket,res9-000001,1
83,2022/5/31 7:41,2022/5/31 10:31,Closed,res10-000001,1
84,2022/5/31 7:00,2022/5/31 8:43,Insert ticket,res1-000001,1
84,2022/5/31 8:43,2022/5/31 10:50,Assign seriousness,res2-000001,1
84,2022/5/31 10:50,2022/5/31 11:15,Create SW anomaly,res3-000001,1
84,2022/5/31 11:15,2022/5/31 11:18,Resolve SW anomaly,res4-000001,1
84,2022/5/31 11:18,2022/5/31 13:24,Require upgrade,res5-000001,1
84,2022/5/31 13:24,2022/5/31 14:11,Take in charge ticket,res6-000001,1
84,2022/5/31 14:11,2022/6/1 7:32,Resolve ticket,res9-000001,1
84,2022/6/1 7:32,2022/6/1 11:58,Closed,res10-000001,1
85,2022/6/1 7:00,2022/6/1 7:39,Insert ticket,res1-000001,1
85,2022/6/1 7:39,2022/6/1 8:40,Assign seriousness,res2-000001,1
85,2022/6/1 8:40,2022/6/1 9:04,Create SW anomaly,res3-000001,1
85,2022/6/1 9:04,2022/6/1 11:23,Resolve SW anomaly,res4-000001,1
85,2022/6/1 11:23,2022/6/1 11:49,Require upgrade,res5-000001,1
85,2022/6/1 11:49,2022/6/1 13:55,Take in charge ticket,res6-000001,1
85,2022/6/1 13:55,2022/6/1 15:06,Resolve ticket,res9-000001,1
85,2022/6/1 15:06,2022/6/2 7:03,Closed,res10-000001,1
86,2022/6/2 7:00,2022/6/2 10:04,Assign seriousness,res2-000001,1
86,2022/6/2 10:04,2022/6/2 12:07,Take in charge ticket,res6-000001,1
86,2022/6/2 12:07,2022/6/2 13:14,Resolve ticket,res9-000001,1
86,2022/6/2 13:14,2022/6/2 15:21,Closed,res10-000001,1
87,2022/6/3 16:32,2022/6/3 16:50,Insert ticket,res1-000001,1
87,2022/6/3 16:50,2022/6/6 7:56,Assign seriousness,res2-000001,1
87,2022/6/6 7:56,2022/6/6 10:36,Create SW anomaly,res3-000001,1
87,2022/6/6 10:36,2022/6/6 11:36,Resolve SW anomaly,res4-000001,1
87,2022/6/6 11:36,2022/6/6 13:32,Require upgrade,res5-000001,1
87,2022/6/6 13:32,2022/6/6 14:57,Take in charge ticket,res6-000001,1
87,2022/6/6 14:57,2022/6/6 15:51,Resolve ticket,res9-000001,1
87,2022/6/6 15:51,2022/6/7 8:12,Closed,res10-000001,1
88,2022/6/7 7:00,2022/6/7 8:04,Insert ticket,res1-000001,1
88,2022/6/7 8:04,2022/6/7 11:11,Assign seriousness,res2-000001,1
88,2022/6/7 11:11,2022/6/7 14:05,Create SW anomaly,res3-000001,1
88,2022/6/7 14:05,2022/6/7 16:11,Resolve SW anomaly,res4-000001,1
88,2022/6/7 16:11,2022/6/8 8:54,Require upgrade,res5-000001,1
88,2022/6/8 8:54,2022/6/8 11:01,Take in charge ticket,res6-000001,1
88,2022/6/8 11:01,2022/6/8 14:27,Resolve ticket,res9-000001,1
88,2022/6/8 14:27,2022/6/9 8:49,Closed,res10-000001,1
89,2022/6/8 7:00,2022/6/8 7:13,Insert ticket,res1-000001,1
89,2022/6/8 7:13,2022/6/8 9:18,Assign seriousness,res2-000001,1
89,2022/6/8 9:18,2022/6/8 11:57,Create SW anomaly,res3-000001,1
89,2022/6/8 11:57,2022/6/8 14:38,Resolve SW anomaly,res4-000001,1
89,2022/6/8 14:38,2022/6/8 15:33,Require upgrade,res5-000001,1
89,2022/6/8 15:33,2022/6/9 8:59,Take in charge ticket,res6-000001,1
89,2022/6/9 8:59,2022/6/9 10:28,Resolve ticket,res9-000001,1
89,2022/6/9 10:28,2022/6/9 12:00,Closed,res10-000001,1
90,2022/6/9 7:00,2022/6/9 11:01,Assign seriousness,res2-000001,1
90,2022/6/9 11:01,2022/6/9 13:05,Create SW anomaly,res3-000001,1
90,2022/6/9 13:05,2022/6/9 13:29,Resolve SW anomaly,res4-000001,1
90,2022/6/9 13:29,2022/6/9 13:56,Require upgrade,res5-000001,1
90,2022/6/9 13:56,2022/6/9 15:45,Take in charge ticket,res6-000001,1
90,2022/6/9 15:45,2022/6/10 9:08,Resolve ticket,res9-000001,1
90,2022/6/10 9:08,2022/6/10 12:08,Closed,res10-000001,1
91,2022/6/10 16:48,2022/6/13 8:19,Insert ticket,res1-000001,1
91,2022/6/13 8:19,2022/6/13 9:55,Assign seriousness,res2-000001,1
91,2022/6/13 9:55,2022/6/13 10:34,Create SW anomaly,res3-000001,1
91,2022/6/13 10:34,2022/6/13 11:35,Resolve SW anomaly,res4-000001,1
91,2022/6/13 11:35,2022/6/13 15:05,Require upgrade,res5-000001,1
